,Unnamed: 0,img_path,img_label,img_id
32,49621,/home/jjeong35/test_data/coloredMNIST/train/0_49621.png,0,49621
33,41246,/home/jjeong35/test_data/coloredMNIST/train/6_41246.png,6,41246
34,45614,/home/jjeong35/test_data/coloredMNIST/train/6_45614.png,6,45614
35,25713,/home/jjeong35/test_data/coloredMNIST/train/6_25713.png,6,25713
36,33075,/home/jjeong35/test_data/coloredMNIST/train/2_33075.png,2,33075
37,5402,/home/jjeong35/test_data/coloredMNIST/train/9_5402.png,9,5402
38,20084,/home/jjeong35/test_data/coloredMNIST/train/9_20084.png,9,20084
39,21099,/home/jjeong35/test_data/coloredMNIST/train/3_21099.png,3,21099
40,14233,/home/jjeong35/test_data/coloredMNIST/train/5_14233.png,5,14233
41,6000,/home/jjeong35/test_data/coloredMNIST/train/6_6000.png,6,6000
42,33820,/home/jjeong35/test_data/coloredMNIST/train/8_33820.png,8,33820
43,20456,/home/jjeong35/test_data/coloredMNIST/train/1_20456.png,1,20456
44,9341,/home/jjeong35/test_data/coloredMNIST/train/6_9341.png,6,9341
45,27470,/home/jjeong35/test_data/coloredMNIST/train/2_27470.png,2,27470
46,41249,/home/jjeong35/test_data/coloredMNIST/train/1_41249.png,1,41249
47,51372,/home/jjeong35/test_data/coloredMNIST/train/1_51372.png,1,51372
48,27547,/home/jjeong35/test_data/coloredMNIST/train/0_27547.png,0,27547
49,29683,/home/jjeong35/test_data/coloredMNIST/train/4_29683.png,4,29683
50,57616,/home/jjeong35/test_data/coloredMNIST/train/8_57616.png,8,57616
51,52034,/home/jjeong35/test_data/coloredMNIST/train/9_52034.png,9,52034
52,281,/home/jjeong35/test_data/coloredMNIST/train/3_281.png,3,281
53,30965,/home/jjeong35/test_data/coloredMNIST/train/0_30965.png,0,30965
54,11390,/home/jjeong35/test_data/coloredMNIST/train/6_11390.png,6,11390
55,21124,/home/jjeong35/test_data/coloredMNIST/train/5_21124.png,5,21124
56,57360,/home/jjeong35/test_data/coloredMNIST/train/6_57360.png,6,57360
57,4976,/home/jjeong35/test_data/coloredMNIST/train/1_4976.png,1,4976
58,24484,/home/jjeong35/test_data/coloredMNIST/train/2_24484.png,2,24484
59,25565,/home/jjeong35/test_data/coloredMNIST/train/9_25565.png,9,25565
60,44366,/home/jjeong35/test_data/coloredMNIST/train/1_44366.png,1,44366
61,35887,/home/jjeong35/test_data/coloredMNIST/train/2_35887.png,2,35887
62,49782,/home/jjeong35/test_data/coloredMNIST/train/2_49782.png,2,49782
63,53804,/home/jjeong35/test_data/coloredMNIST/train/1_53804.png,1,53804
64,4322,/home/jjeong35/test_data/coloredMNIST/train/2_4322.png,2,4322
65,30003,/home/jjeong35/test_data/coloredMNIST/train/9_30003.png,9,30003
66,32938,/home/jjeong35/test_data/coloredMNIST/train/6_32938.png,6,32938
67,53371,/home/jjeong35/test_data/coloredMNIST/train/1_53371.png,1,53371
68,38689,/home/jjeong35/test_data/coloredMNIST/train/5_38689.png,5,38689
69,41668,/home/jjeong35/test_data/coloredMNIST/train/2_41668.png,2,41668
70,35304,/home/jjeong35/test_data/coloredMNIST/train/4_35304.png,4,35304
71,24575,/home/jjeong35/test_data/coloredMNIST/train/3_24575.png,3,24575
72,55001,/home/jjeong35/test_data/coloredMNIST/train/2_55001.png,2,55001
73,3973,/home/jjeong35/test_data/coloredMNIST/train/4_3973.png,4,3973
74,31108,/home/jjeong35/test_data/coloredMNIST/train/3_31108.png,3,31108
75,57783,/home/jjeong35/test_data/coloredMNIST/train/6_57783.png,6,57783
76,54288,/home/jjeong35/test_data/coloredMNIST/train/6_54288.png,6,54288
77,3988,/home/jjeong35/test_data/coloredMNIST/train/5_3988.png,5,3988
78,22161,/home/jjeong35/test_data/coloredMNIST/train/4_22161.png,4,22161
79,51072,/home/jjeong35/test_data/coloredMNIST/train/5_51072.png,5,51072
80,42834,/home/jjeong35/test_data/coloredMNIST/train/1_42834.png,1,42834
81,17961,/home/jjeong35/test_data/coloredMNIST/train/7_17961.png,7,17961
82,58837,/home/jjeong35/test_data/coloredMNIST/train/8_58837.png,8,58837
83,35370,/home/jjeong35/test_data/coloredMNIST/train/1_35370.png,1,35370
84,34035,/home/jjeong35/test_data/coloredMNIST/train/4_34035.png,4,34035
85,52996,/home/jjeong35/test_data/coloredMNIST/train/4_52996.png,4,52996
86,49624,/home/jjeong35/test_data/coloredMNIST/train/6_49624.png,6,49624
87,11202,/home/jjeong35/test_data/coloredMNIST/train/9_11202.png,9,11202
88,18475,/home/jjeong35/test_data/coloredMNIST/train/9_18475.png,9,18475
89,15603,/home/jjeong35/test_data/coloredMNIST/train/2_15603.png,2,15603
90,36084,/home/jjeong35/test_data/coloredMNIST/train/0_36084.png,0,36084
91,31188,/home/jjeong35/test_data/coloredMNIST/train/2_31188.png,2,31188
92,29002,/home/jjeong35/test_data/coloredMNIST/train/7_29002.png,7,29002
93,17985,/home/jjeong35/test_data/coloredMNIST/train/6_17985.png,6,17985
94,18337,/home/jjeong35/test_data/coloredMNIST/train/0_18337.png,0,18337
95,12143,/home/jjeong35/test_data/coloredMNIST/train/7_12143.png,7,12143
96,40793,/home/jjeong35/test_data/coloredMNIST/train/4_40793.png,4,40793
97,25293,/home/jjeong35/test_data/coloredMNIST/train/4_25293.png,4,25293
98,38572,/home/jjeong35/test_data/coloredMNIST/train/1_38572.png,1,38572
99,48179,/home/jjeong35/test_data/coloredMNIST/train/3_48179.png,3,48179
100,12764,/home/jjeong35/test_data/coloredMNIST/train/0_12764.png,0,12764
101,24624,/home/jjeong35/test_data/coloredMNIST/train/1_24624.png,1,24624
102,26091,/home/jjeong35/test_data/coloredMNIST/train/7_26091.png,7,26091
103,34091,/home/jjeong35/test_data/coloredMNIST/train/1_34091.png,1,34091
104,38109,/home/jjeong35/test_data/coloredMNIST/train/3_38109.png,3,38109
105,22054,/home/jjeong35/test_data/coloredMNIST/train/8_22054.png,8,22054
106,32356,/home/jjeong35/test_data/coloredMNIST/train/9_32356.png,9,32356
107,53435,/home/jjeong35/test_data/coloredMNIST/train/9_53435.png,9,53435
108,17544,/home/jjeong35/test_data/coloredMNIST/train/5_17544.png,5,17544
109,34784,/home/jjeong35/test_data/coloredMNIST/train/4_34784.png,4,34784
110,32037,/home/jjeong35/test_data/coloredMNIST/train/4_32037.png,4,32037
111,44931,/home/jjeong35/test_data/coloredMNIST/train/9_44931.png,9,44931
112,30344,/home/jjeong35/test_data/coloredMNIST/train/2_30344.png,2,30344
113,29062,/home/jjeong35/test_data/coloredMNIST/train/1_29062.png,1,29062
114,12117,/home/jjeong35/test_data/coloredMNIST/train/3_12117.png,3,12117
115,35934,/home/jjeong35/test_data/coloredMNIST/train/0_35934.png,0,35934
116,17741,/home/jjeong35/test_data/coloredMNIST/train/0_17741.png,0,17741
117,10070,/home/jjeong35/test_data/coloredMNIST/train/9_10070.png,9,10070
118,57713,/home/jjeong35/test_data/coloredMNIST/train/4_57713.png,4,57713
119,19993,/home/jjeong35/test_data/coloredMNIST/train/6_19993.png,6,19993
120,20704,/home/jjeong35/test_data/coloredMNIST/train/6_20704.png,6,20704
121,45356,/home/jjeong35/test_data/coloredMNIST/train/8_45356.png,8,45356
122,10217,/home/jjeong35/test_data/coloredMNIST/train/8_10217.png,8,10217
123,159,/home/jjeong35/test_data/coloredMNIST/train/2_159.png,2,159
124,15606,/home/jjeong35/test_data/coloredMNIST/train/3_15606.png,3,15606
125,5158,/home/jjeong35/test_data/coloredMNIST/train/5_5158.png,5,5158
126,1879,/home/jjeong35/test_data/coloredMNIST/train/1_1879.png,1,1879
127,36701,/home/jjeong35/test_data/coloredMNIST/train/6_36701.png,6,36701
128,54965,/home/jjeong35/test_data/coloredMNIST/train/9_54965.png,9,54965
129,45339,/home/jjeong35/test_data/coloredMNIST/train/4_45339.png,4,45339
130,24049,/home/jjeong35/test_data/coloredMNIST/train/7_24049.png,7,24049
131,27132,/home/jjeong35/test_data/coloredMNIST/train/3_27132.png,3,27132
132,39659,/home/jjeong35/test_data/coloredMNIST/train/7_39659.png,7,39659
133,13924,/home/jjeong35/test_data/coloredMNIST/train/8_13924.png,8,13924
134,23520,/home/jjeong35/test_data/coloredMNIST/train/2_23520.png,2,23520
135,18842,/home/jjeong35/test_data/coloredMNIST/train/9_18842.png,9,18842
136,317,/home/jjeong35/test_data/coloredMNIST/train/2_317.png,2,317
137,42322,/home/jjeong35/test_data/coloredMNIST/train/5_42322.png,5,42322
138,26503,/home/jjeong35/test_data/coloredMNIST/train/3_26503.png,3,26503
139,40381,/home/jjeong35/test_data/coloredMNIST/train/8_40381.png,8,40381
140,17214,/home/jjeong35/test_data/coloredMNIST/train/0_17214.png,0,17214
141,32673,/home/jjeong35/test_data/coloredMNIST/train/4_32673.png,4,32673
142,10347,/home/jjeong35/test_data/coloredMNIST/train/2_10347.png,2,10347
143,34726,/home/jjeong35/test_data/coloredMNIST/train/2_34726.png,2,34726
144,21845,/home/jjeong35/test_data/coloredMNIST/train/2_21845.png,2,21845
145,7348,/home/jjeong35/test_data/coloredMNIST/train/7_7348.png,7,7348
146,23269,/home/jjeong35/test_data/coloredMNIST/train/4_23269.png,4,23269
147,32485,/home/jjeong35/test_data/coloredMNIST/train/2_32485.png,2,32485
148,21975,/home/jjeong35/test_data/coloredMNIST/train/0_21975.png,0,21975
149,52204,/home/jjeong35/test_data/coloredMNIST/train/0_52204.png,0,52204
150,45228,/home/jjeong35/test_data/coloredMNIST/train/6_45228.png,6,45228
151,30752,/home/jjeong35/test_data/coloredMNIST/train/2_30752.png,2,30752
152,19674,/home/jjeong35/test_data/coloredMNIST/train/1_19674.png,1,19674
153,47617,/home/jjeong35/test_data/coloredMNIST/train/9_47617.png,9,47617
154,37842,/home/jjeong35/test_data/coloredMNIST/train/5_37842.png,5,37842
155,27318,/home/jjeong35/test_data/coloredMNIST/train/0_27318.png,0,27318
156,55644,/home/jjeong35/test_data/coloredMNIST/train/1_55644.png,1,55644
157,38007,/home/jjeong35/test_data/coloredMNIST/train/1_38007.png,1,38007
158,38447,/home/jjeong35/test_data/coloredMNIST/train/7_38447.png,7,38447
159,3661,/home/jjeong35/test_data/coloredMNIST/train/0_3661.png,0,3661
160,58466,/home/jjeong35/test_data/coloredMNIST/train/1_58466.png,1,58466
161,57169,/home/jjeong35/test_data/coloredMNIST/train/1_57169.png,1,57169
162,24583,/home/jjeong35/test_data/coloredMNIST/train/7_24583.png,7,24583
163,725,/home/jjeong35/test_data/coloredMNIST/train/8_725.png,8,725
164,36289,/home/jjeong35/test_data/coloredMNIST/train/5_36289.png,5,36289
165,4956,/home/jjeong35/test_data/coloredMNIST/train/3_4956.png,3,4956
166,31521,/home/jjeong35/test_data/coloredMNIST/train/6_31521.png,6,31521
167,50224,/home/jjeong35/test_data/coloredMNIST/train/7_50224.png,7,50224
168,52209,/home/jjeong35/test_data/coloredMNIST/train/3_52209.png,3,52209
169,42213,/home/jjeong35/test_data/coloredMNIST/train/4_42213.png,4,42213
170,30526,/home/jjeong35/test_data/coloredMNIST/train/6_30526.png,6,30526
171,55903,/home/jjeong35/test_data/coloredMNIST/train/5_55903.png,5,55903
172,9293,/home/jjeong35/test_data/coloredMNIST/train/3_9293.png,3,9293
173,26853,/home/jjeong35/test_data/coloredMNIST/train/0_26853.png,0,26853
174,23977,/home/jjeong35/test_data/coloredMNIST/train/3_23977.png,3,23977
175,15781,/home/jjeong35/test_data/coloredMNIST/train/5_15781.png,5,15781
176,51641,/home/jjeong35/test_data/coloredMNIST/train/6_51641.png,6,51641
177,7234,/home/jjeong35/test_data/coloredMNIST/train/1_7234.png,1,7234
178,27910,/home/jjeong35/test_data/coloredMNIST/train/8_27910.png,8,27910
179,15986,/home/jjeong35/test_data/coloredMNIST/train/3_15986.png,3,15986
180,9123,/home/jjeong35/test_data/coloredMNIST/train/6_9123.png,6,9123
181,13327,/home/jjeong35/test_data/coloredMNIST/train/8_13327.png,8,13327
182,25082,/home/jjeong35/test_data/coloredMNIST/train/0_25082.png,0,25082
183,3784,/home/jjeong35/test_data/coloredMNIST/train/9_3784.png,9,3784
184,26579,/home/jjeong35/test_data/coloredMNIST/train/7_26579.png,7,26579
185,30151,/home/jjeong35/test_data/coloredMNIST/train/4_30151.png,4,30151
186,14348,/home/jjeong35/test_data/coloredMNIST/train/7_14348.png,7,14348
187,53268,/home/jjeong35/test_data/coloredMNIST/train/5_53268.png,5,53268
188,27445,/home/jjeong35/test_data/coloredMNIST/train/0_27445.png,0,27445
189,40186,/home/jjeong35/test_data/coloredMNIST/train/7_40186.png,7,40186
190,5401,/home/jjeong35/test_data/coloredMNIST/train/4_5401.png,4,5401
191,43811,/home/jjeong35/test_data/coloredMNIST/train/0_43811.png,0,43811
192,12758,/home/jjeong35/test_data/coloredMNIST/train/6_12758.png,6,12758
193,11552,/home/jjeong35/test_data/coloredMNIST/train/2_11552.png,2,11552
194,43541,/home/jjeong35/test_data/coloredMNIST/train/7_43541.png,7,43541
195,51505,/home/jjeong35/test_data/coloredMNIST/train/0_51505.png,0,51505
196,28980,/home/jjeong35/test_data/coloredMNIST/train/4_28980.png,4,28980
197,18927,/home/jjeong35/test_data/coloredMNIST/train/2_18927.png,2,18927
198,30768,/home/jjeong35/test_data/coloredMNIST/train/7_30768.png,7,30768
199,27794,/home/jjeong35/test_data/coloredMNIST/train/6_27794.png,6,27794
200,16472,/home/jjeong35/test_data/coloredMNIST/train/2_16472.png,2,16472
201,11447,/home/jjeong35/test_data/coloredMNIST/train/4_11447.png,4,11447
202,19257,/home/jjeong35/test_data/coloredMNIST/train/7_19257.png,7,19257
203,38314,/home/jjeong35/test_data/coloredMNIST/train/5_38314.png,5,38314
204,30161,/home/jjeong35/test_data/coloredMNIST/train/6_30161.png,6,30161
205,28320,/home/jjeong35/test_data/coloredMNIST/train/6_28320.png,6,28320
206,59275,/home/jjeong35/test_data/coloredMNIST/train/3_59275.png,3,59275
207,3876,/home/jjeong35/test_data/coloredMNIST/train/0_3876.png,0,3876
208,9849,/home/jjeong35/test_data/coloredMNIST/train/5_9849.png,5,9849
209,44414,/home/jjeong35/test_data/coloredMNIST/train/2_44414.png,2,44414
210,48438,/home/jjeong35/test_data/coloredMNIST/train/0_48438.png,0,48438
211,17102,/home/jjeong35/test_data/coloredMNIST/train/4_17102.png,4,17102
212,5281,/home/jjeong35/test_data/coloredMNIST/train/8_5281.png,8,5281
213,20743,/home/jjeong35/test_data/coloredMNIST/train/8_20743.png,8,20743
214,38496,/home/jjeong35/test_data/coloredMNIST/train/4_38496.png,4,38496
215,9844,/home/jjeong35/test_data/coloredMNIST/train/8_9844.png,8,9844
216,44384,/home/jjeong35/test_data/coloredMNIST/train/9_44384.png,9,44384
217,45882,/home/jjeong35/test_data/coloredMNIST/train/8_45882.png,8,45882
218,20354,/home/jjeong35/test_data/coloredMNIST/train/7_20354.png,7,20354
219,15329,/home/jjeong35/test_data/coloredMNIST/train/0_15329.png,0,15329
220,18702,/home/jjeong35/test_data/coloredMNIST/train/6_18702.png,6,18702
221,36399,/home/jjeong35/test_data/coloredMNIST/train/4_36399.png,4,36399
222,56059,/home/jjeong35/test_data/coloredMNIST/train/4_56059.png,4,56059
223,44372,/home/jjeong35/test_data/coloredMNIST/train/0_44372.png,0,44372
224,6047,/home/jjeong35/test_data/coloredMNIST/train/6_6047.png,6,6047
225,28137,/home/jjeong35/test_data/coloredMNIST/train/3_28137.png,3,28137
226,7804,/home/jjeong35/test_data/coloredMNIST/train/4_7804.png,4,7804
227,41356,/home/jjeong35/test_data/coloredMNIST/train/3_41356.png,3,41356
228,2750,/home/jjeong35/test_data/coloredMNIST/train/7_2750.png,7,2750
229,22970,/home/jjeong35/test_data/coloredMNIST/train/4_22970.png,4,22970
230,35196,/home/jjeong35/test_data/coloredMNIST/train/7_35196.png,7,35196
231,4170,/home/jjeong35/test_data/coloredMNIST/train/6_4170.png,6,4170
232,48765,/home/jjeong35/test_data/coloredMNIST/train/1_48765.png,1,48765
233,58526,/home/jjeong35/test_data/coloredMNIST/train/7_58526.png,7,58526
234,36647,/home/jjeong35/test_data/coloredMNIST/train/4_36647.png,4,36647
235,41659,/home/jjeong35/test_data/coloredMNIST/train/6_41659.png,6,41659
236,6877,/home/jjeong35/test_data/coloredMNIST/train/1_6877.png,1,6877
237,38050,/home/jjeong35/test_data/coloredMNIST/train/6_38050.png,6,38050
238,47222,/home/jjeong35/test_data/coloredMNIST/train/1_47222.png,1,47222
239,19988,/home/jjeong35/test_data/coloredMNIST/train/8_19988.png,8,19988
240,31559,/home/jjeong35/test_data/coloredMNIST/train/3_31559.png,3,31559
241,10649,/home/jjeong35/test_data/coloredMNIST/train/8_10649.png,8,10649
242,35251,/home/jjeong35/test_data/coloredMNIST/train/8_35251.png,8,35251
243,46825,/home/jjeong35/test_data/coloredMNIST/train/6_46825.png,6,46825
244,33384,/home/jjeong35/test_data/coloredMNIST/train/7_33384.png,7,33384
245,52523,/home/jjeong35/test_data/coloredMNIST/train/8_52523.png,8,52523
246,52613,/home/jjeong35/test_data/coloredMNIST/train/0_52613.png,0,52613
247,26550,/home/jjeong35/test_data/coloredMNIST/train/3_26550.png,3,26550
248,59649,/home/jjeong35/test_data/coloredMNIST/train/8_59649.png,8,59649
249,30881,/home/jjeong35/test_data/coloredMNIST/train/2_30881.png,2,30881
250,19842,/home/jjeong35/test_data/coloredMNIST/train/7_19842.png,7,19842
251,13105,/home/jjeong35/test_data/coloredMNIST/train/3_13105.png,3,13105
252,18291,/home/jjeong35/test_data/coloredMNIST/train/8_18291.png,8,18291
253,19141,/home/jjeong35/test_data/coloredMNIST/train/7_19141.png,7,19141
254,52484,/home/jjeong35/test_data/coloredMNIST/train/7_52484.png,7,52484
255,28304,/home/jjeong35/test_data/coloredMNIST/train/4_28304.png,4,28304
256,44773,/home/jjeong35/test_data/coloredMNIST/train/5_44773.png,5,44773
257,17556,/home/jjeong35/test_data/coloredMNIST/train/6_17556.png,6,17556
258,51122,/home/jjeong35/test_data/coloredMNIST/train/0_51122.png,0,51122
259,9248,/home/jjeong35/test_data/coloredMNIST/train/2_9248.png,2,9248
260,50083,/home/jjeong35/test_data/coloredMNIST/train/1_50083.png,1,50083
261,27532,/home/jjeong35/test_data/coloredMNIST/train/7_27532.png,7,27532
262,25657,/home/jjeong35/test_data/coloredMNIST/train/8_25657.png,8,25657
263,12934,/home/jjeong35/test_data/coloredMNIST/train/8_12934.png,8,12934
264,34675,/home/jjeong35/test_data/coloredMNIST/train/2_34675.png,2,34675
265,5326,/home/jjeong35/test_data/coloredMNIST/train/7_5326.png,7,5326
266,46188,/home/jjeong35/test_data/coloredMNIST/train/5_46188.png,5,46188
267,49478,/home/jjeong35/test_data/coloredMNIST/train/6_49478.png,6,49478
268,13833,/home/jjeong35/test_data/coloredMNIST/train/0_13833.png,0,13833
269,19539,/home/jjeong35/test_data/coloredMNIST/train/9_19539.png,9,19539
270,9326,/home/jjeong35/test_data/coloredMNIST/train/5_9326.png,5,9326
271,20299,/home/jjeong35/test_data/coloredMNIST/train/2_20299.png,2,20299
272,21651,/home/jjeong35/test_data/coloredMNIST/train/7_21651.png,7,21651
273,1481,/home/jjeong35/test_data/coloredMNIST/train/5_1481.png,5,1481
274,16076,/home/jjeong35/test_data/coloredMNIST/train/1_16076.png,1,16076
275,32227,/home/jjeong35/test_data/coloredMNIST/train/3_32227.png,3,32227
276,36691,/home/jjeong35/test_data/coloredMNIST/train/7_36691.png,7,36691
277,36192,/home/jjeong35/test_data/coloredMNIST/train/8_36192.png,8,36192
278,53961,/home/jjeong35/test_data/coloredMNIST/train/7_53961.png,7,53961
279,7251,/home/jjeong35/test_data/coloredMNIST/train/9_7251.png,9,7251
280,51002,/home/jjeong35/test_data/coloredMNIST/train/0_51002.png,0,51002
281,37543,/home/jjeong35/test_data/coloredMNIST/train/0_37543.png,0,37543
282,20705,/home/jjeong35/test_data/coloredMNIST/train/3_20705.png,3,20705
283,1447,/home/jjeong35/test_data/coloredMNIST/train/2_1447.png,2,1447
284,46305,/home/jjeong35/test_data/coloredMNIST/train/4_46305.png,4,46305
285,20332,/home/jjeong35/test_data/coloredMNIST/train/1_20332.png,1,20332
286,21057,/home/jjeong35/test_data/coloredMNIST/train/4_21057.png,4,21057
287,58522,/home/jjeong35/test_data/coloredMNIST/train/6_58522.png,6,58522
288,58859,/home/jjeong35/test_data/coloredMNIST/train/9_58859.png,9,58859
289,32565,/home/jjeong35/test_data/coloredMNIST/train/4_32565.png,4,32565
290,51423,/home/jjeong35/test_data/coloredMNIST/train/4_51423.png,4,51423
291,9259,/home/jjeong35/test_data/coloredMNIST/train/5_9259.png,5,9259
292,38887,/home/jjeong35/test_data/coloredMNIST/train/9_38887.png,9,38887
293,14484,/home/jjeong35/test_data/coloredMNIST/train/2_14484.png,2,14484
294,21794,/home/jjeong35/test_data/coloredMNIST/train/1_21794.png,1,21794
295,48077,/home/jjeong35/test_data/coloredMNIST/train/9_48077.png,9,48077
296,4631,/home/jjeong35/test_data/coloredMNIST/train/6_4631.png,6,4631
297,10401,/home/jjeong35/test_data/coloredMNIST/train/5_10401.png,5,10401
298,47073,/home/jjeong35/test_data/coloredMNIST/train/0_47073.png,0,47073
299,47671,/home/jjeong35/test_data/coloredMNIST/train/9_47671.png,9,47671
300,53199,/home/jjeong35/test_data/coloredMNIST/train/1_53199.png,1,53199
301,51722,/home/jjeong35/test_data/coloredMNIST/train/4_51722.png,4,51722
302,13061,/home/jjeong35/test_data/coloredMNIST/train/2_13061.png,2,13061
303,46418,/home/jjeong35/test_data/coloredMNIST/train/5_46418.png,5,46418
304,51592,/home/jjeong35/test_data/coloredMNIST/train/9_51592.png,9,51592
305,8152,/home/jjeong35/test_data/coloredMNIST/train/2_8152.png,2,8152
306,22263,/home/jjeong35/test_data/coloredMNIST/train/9_22263.png,9,22263
307,3469,/home/jjeong35/test_data/coloredMNIST/train/7_3469.png,7,3469
308,5025,/home/jjeong35/test_data/coloredMNIST/train/7_5025.png,7,5025
309,17244,/home/jjeong35/test_data/coloredMNIST/train/8_17244.png,8,17244
310,44269,/home/jjeong35/test_data/coloredMNIST/train/1_44269.png,1,44269
311,4376,/home/jjeong35/test_data/coloredMNIST/train/5_4376.png,5,4376
312,49956,/home/jjeong35/test_data/coloredMNIST/train/9_49956.png,9,49956
313,48456,/home/jjeong35/test_data/coloredMNIST/train/1_48456.png,1,48456
314,27651,/home/jjeong35/test_data/coloredMNIST/train/3_27651.png,3,27651
315,7561,/home/jjeong35/test_data/coloredMNIST/train/1_7561.png,1,7561
316,27539,/home/jjeong35/test_data/coloredMNIST/train/5_27539.png,5,27539
317,34361,/home/jjeong35/test_data/coloredMNIST/train/4_34361.png,4,34361
318,35151,/home/jjeong35/test_data/coloredMNIST/train/5_35151.png,5,35151
319,30657,/home/jjeong35/test_data/coloredMNIST/train/7_30657.png,7,30657
320,57996,/home/jjeong35/test_data/coloredMNIST/train/7_57996.png,7,57996
321,6728,/home/jjeong35/test_data/coloredMNIST/train/8_6728.png,8,6728
322,10503,/home/jjeong35/test_data/coloredMNIST/train/6_10503.png,6,10503
323,11607,/home/jjeong35/test_data/coloredMNIST/train/1_11607.png,1,11607
324,3340,/home/jjeong35/test_data/coloredMNIST/train/4_3340.png,4,3340
325,58792,/home/jjeong35/test_data/coloredMNIST/train/9_58792.png,9,58792
326,6183,/home/jjeong35/test_data/coloredMNIST/train/1_6183.png,1,6183
327,48208,/home/jjeong35/test_data/coloredMNIST/train/7_48208.png,7,48208
328,21767,/home/jjeong35/test_data/coloredMNIST/train/1_21767.png,1,21767
329,45021,/home/jjeong35/test_data/coloredMNIST/train/0_45021.png,0,45021
330,31035,/home/jjeong35/test_data/coloredMNIST/train/8_31035.png,8,31035
331,8174,/home/jjeong35/test_data/coloredMNIST/train/4_8174.png,4,8174
332,8066,/home/jjeong35/test_data/coloredMNIST/train/9_8066.png,9,8066
333,37602,/home/jjeong35/test_data/coloredMNIST/train/7_37602.png,7,37602
334,27865,/home/jjeong35/test_data/coloredMNIST/train/0_27865.png,0,27865
335,7879,/home/jjeong35/test_data/coloredMNIST/train/2_7879.png,2,7879
336,3011,/home/jjeong35/test_data/coloredMNIST/train/8_3011.png,8,3011
337,16292,/home/jjeong35/test_data/coloredMNIST/train/1_16292.png,1,16292
338,8223,/home/jjeong35/test_data/coloredMNIST/train/0_8223.png,0,8223
339,9523,/home/jjeong35/test_data/coloredMNIST/train/0_9523.png,0,9523
340,35909,/home/jjeong35/test_data/coloredMNIST/train/2_35909.png,2,35909
341,21557,/home/jjeong35/test_data/coloredMNIST/train/2_21557.png,2,21557
342,4282,/home/jjeong35/test_data/coloredMNIST/train/8_4282.png,8,4282
343,56028,/home/jjeong35/test_data/coloredMNIST/train/7_56028.png,7,56028
344,34050,/home/jjeong35/test_data/coloredMNIST/train/5_34050.png,5,34050
345,44076,/home/jjeong35/test_data/coloredMNIST/train/0_44076.png,0,44076
346,16041,/home/jjeong35/test_data/coloredMNIST/train/7_16041.png,7,16041
347,53253,/home/jjeong35/test_data/coloredMNIST/train/7_53253.png,7,53253
348,42576,/home/jjeong35/test_data/coloredMNIST/train/8_42576.png,8,42576
